Symbol,revenue,eps_basic,cash_and_equiv,total_assets,total_liabilities,retained_earnings,total_liabilities_and_equity,cf_cfo,total_assets_growth,equity_to_assets,period_end_date,Average_Stock_Value_After_Result
SWX,628440000,1.5,108375000.0,3941934000,2711016000,399339000,3941934000.0,130791000,0.0262,0.3122,2011-03,38.44222229246109
SWX,388505000,0.09,85964000.0,3925044000,2702601000,391079000,3925044000.0,57495000,0.0472,0.3114,2011-06,36.67825414264013
SWX,352592000,-0.34,19836000.0,3939237000,2751791000,363125000,3939237000.0,56047000,0.0442,0.3014,2011-09,39.22333302573552
SWX,517651000,1.21,21937000.0,4276007000,3050976000,406125000,4276007000.0,7709000,0.0732,0.2864,2011-12,42.3499999507781
SWX,657645000,1.71,218060000.0,4437097000,3142545000,471265000,4437097000.0,166373000,0.1256,0.2917,2012-03,42.50428578210256
SWX,409768000,-0.08,32565000.0,4232751000,2952069000,453824000,4232751000.0,95082000,0.0783,0.3025,2012-06,44.09206329830109
SWX,371799000,-0.09,22079000.0,4271249000,3006391000,435746000,4271249000.0,68861000,0.0842,0.2961,2012-09,42.52721317478868
SWX,488566000,1.35,25530000.0,4488057000,3179559000,484369000,4488057000.0,56008000,0.0495,0.2915,2012-12,45.09491811033155
SWX,613505000,1.75,33081000.0,4404514000,3025670000,549656000,4404514000.0,133601000,-0.0073,0.313,2013-03,48.71578121185303
SWX,411574000,0.22,17720000.0,4382054000,3005888000,544300000,4382054000.0,81620000,0.0352,0.314,2013-06,48.48190471104213
SWX,387346000,-0.06,13853000.0,4465055000,3104391000,525971000,4465055000.0,53317000,0.0453,0.3047,2013-09,52.84015861390129
SWX,538357000,1.24,41077000.0,4565174000,3152779000,567714000,4565174000.0,77671000,0.0171,0.3093,2013-12,53.72096793882309
SWX,608396000,1.52,85366000.0,4600807000,3130797000,621304000,4600807000.0,141995000,0.0445,0.3195,2014-03,53.033650837247336
SWX,453153000,0.21,26890000.0,4562289000,3097397000,613760000,4562289000.0,55452000,0.0411,0.321,2014-06,51.10730168176076
SWX,432475000,0.04,39165000.0,4641661000,3189699000,598552000,4641661000.0,64457000,0.0395,0.3128,2014-09,56.655079251243954
SWX,627683000,1.26,39566000.0,5208297000,3701989000,639164000,5208297000.0,84519000,0.1408,0.2892,2014-12,59.10451575248472
SWX,734220000,1.54,38013000.0,5154397000,3583566000,692603000,5154397000.0,222240000,0.1203,0.3047,2015-03,54.98095224774073
SWX,538604000,0.11,48909000.0,5146862000,3577928000,678288000,5146862000.0,111996000,0.1281,0.3048,2015-06,55.21507947407071
SWX,505396000,-0.1,32959000.0,5183666000,3622031000,654492000,5183666000.0,78162000,0.1167,0.3012,2015-09,57.08174617706784
SWX,685405000,1.4,35997000.0,5358685000,3750252000,699221000,5358685000.0,139662000,0.0288,0.3001,2015-12,60.068524720238855
SWX,731248000,1.59,60809000.0,5316008000,3649865000,753105000,5316008000.0,314551000,0.0313,0.3134,2016-03,68.88906288146973
SWX,547748000,0.19,12126000.0,5366840000,3709528000,741148000,5366840000.0,102627000,0.0427,0.3088,2016-06,73.8028569297185
SWX,539969000,0.05,85154000.0,5532796000,3892501000,720401000,5532796000.0,60744000,0.0673,0.2964,2016-09,72.18015846373542
SWX,641525000,1.37,28066000.0,5581126000,3897263000,759263000,5581126000.0,122586000,0.0415,0.3017,2016-12,81.5598390640751
SWX,654737000,1.46,43401000.0,5551913000,3815269000,803522000,5551913000.0,161843000,0.0443,0.3128,2017-03,80.13095201764789
SWX,560469000,0.38,29702000.0,5665239000,3930834000,801222000,5665239000.0,36349000,0.0556,0.3061,2017-06,79.13761865525018
SWX,593153000,0.21,59152000.0,5855070000,4141674000,784934000,5855070000.0,101052000,0.0582,0.2926,2017-09,81.17873007153707
SWX,740433000,2.0,43622000.0,6237066000,4424663000,857398000,6237066000.0,70711000,0.1175,0.2905,2017-12,71.04819663626249
SWX,754330000,1.63,65115000.0,6327633000,4451257000,920454000,6327633000.0,180567000,0.1397,0.2965,2018-03,73.00343751907349
SWX,670883000,0.44,34730000.0,6476393000,4543826000,916275000,6476393000.0,247022000,0.1431,0.2984,2018-06,79.02301582457527
SWX,668146000,0.25,69170000.0,6654596000,4708815000,902730000,6654596000.0,-11392000,0.1365,0.2923,2018-09,80.33951593214466
SWX,786654000,1.36,85361000.0,7357729000,5024308000,944285000,7357729000.0,121463000,0.1796,0.3171,2018-12,79.90161305089151
SWX,833539000,1.78,97037000.0,7569432000,5140478000,1009809000,7569432000.0,188111000,0.1962,0.3208,2019-03,84.94555579291449
SWX,713011000,0.41,38446000.0,7666885000,5164340000,1002070000,7666885000.0,278416000,0.1838,0.3264,2019-06,89.85619063604446
SWX,725230000,0.1,28480000.0,7840211000,5332147000,977498000,7840211000.0,100070000,0.1781,0.3198,2019-09,81.40444461883061
SWX,848137000,1.67,49539000.0,8170048000,5579592000,1039072000,8170048000.0,121886000,0.1104,0.317,2019-12,71.98048382420694
SWX,836320000,1.31,60965000.0,8093225000,5460325000,1079801000,8093225000.0,271566000,0.0691,0.3253,2020-03,72.7522223336356
SWX,757247000,0.68,199591000.0,8426035000,5727819000,1085742000,8426035000.0,103574000,0.099,0.3202,2020-06,66.9020633394756
SWX,791226000,0.32,23945000.0,8429657000,5703135000,1054118000,8429657000.0,112678000,0.0751,0.3234,2020-09,65.96571410648407
SWX,914080000,1.84,83352000.0,8735853000,5895184000,1067978000,8735853000.0,138262000,0.0692,0.3251,2020-12,63.32338708446872
SWX,885907000,2.04,92345000.0,8928645000,5949637000,1112377000,8928645000.0,-52457000,0.1032,0.3336,2021-03,68.27666642930772
SWX,821421000,0.43,47565000.0,9039022000,5991612000,1108279000,9039022000.0,53814000,0.0727,0.3371,2021-06,69.82523769802518
SWX,888696000,-0.19,186690000.0,10369635000,7276272000,1079869000,10369635000.0,50164000,0.2301,0.2983,2021-09,68.8898407466828
SWX,1084427000,1.15,222697000.0,12765257000,9614720000,1114313000,12765257000.0,59862000,0.4612,0.2468,2021-12,70.06095268612816
SWX,1267409000,1.58,624666000.0,13249487000,9624421000,1190738000,13249487000.0,186620000,0.4839,0.2736,2022-03,88.10919324813351
SWX,1146120000,-0.1,215963000.0,12923008000,9341500000,1156253000,12923008000.0,76998000,0.4296,0.2771,2022-06,81.29349239288814
SWX,1125588000,-0.18,175272000.0,13102577000,9574970000,1111203000,13102577000.0,39737000,0.2635,0.2692,2022-09,68.00682515946646
SWX,1420892000,-4.18,123078000.0,13196614000,9978506000,747069000,13196614000.0,104105000,0.0337,0.2438,2022-12,63.7329032036566
SWX,1603304000,0.67,82085000.0,11810173000,8386991000,742513000,11810173000.0,-185742000,-0.1086,0.2898,2023-03,59.11790324795631
SWX,1293645000,0.4,221367000.0,11950922000,8529916000,696958000,11950922000.0,197928000,-0.0752,0.2862,2023-06,63.793015919034445
SWX,1169492000,0.05,104939000.0,11836282000,8452380000,669364000,11836282000.0,186248000,-0.0966,0.2858,2023-09,60.10761902824281
